case_id,description,Intersection_num,case_no.,unit_1_direction,unit_1_movement,unit_2_direction,unit_2_movement,unit_at_fault,crash_type
19-028157,"3300 GEORGE DIETER IS A FOUR LANE TWO WAY ROADWAY (NORTH AND
SOUTH) , DIVIDED BY A RAISED MEDIAN, WITH MANDATORY TURNING
LANES. 11300 EDGEMERE IS A FOUR LANE TWO WAY ROADWAY ( EAST AND

ST) DIVIDED BY A RAISED MEDIAN, ‘WITH MANDATORY TURNING LANES.

IT 2 WAS NORTHBOUND ON GEORGE DIETER. UNIT 1 WAS SOUTHBOUND
ON GEORG DIETER, UNIT 1 WAS PREPARING TO MAKE A LEFT (EASTBOUND)
TURN ONTO EDGMERE. DRIVER OF UNIT 1 ADVISED A STALLED VEHICLE
BLOCKED HER VIEW AND SHE DIDNT SEE UNIT 2. BOTH UNITS HAD THE
GREEN LIGHT, BUT UNIT 1 DIDNT HAVE THE GREEN PROTECTED ARROW.

IT 1 FAILED TO YIELD THE RIGHT OF WAY TO UNIT 2. UNIT 1
CAUSED THE ACCIDENT. DRIVER OF UNIT 1 CLAIM PAIN TO HER NECK.
PASSENGER TO UNIT 2 CLAIM PAIN TO HIS NECK. NO OTHER INJURIES
C3 REPPORTED.‘WITNESS: JACOB JACQUEZ, 1-’-1077 TIERRA HALCON, 915-345
-9293, (ADVISED BOTH VEHICLES HAD THE GREEN LIGHT, BUT UNIT 1
II IDN'T HAVE THE PROTECTED GREEN ARROW) .

Time Notiﬁed",1,42,SB,LT,NB,TH,unit 1,left turn
19-101088,"3300 George Dieter runs north and south and is a two way four

 

ea
3
o
‘G
E

CONDITIONS

 

lane roadway divided.by a raised.median with mandatory left turn
lanes which intersects with 11200 Edgemere. Unit #2 was
traveling south on George Dieter in the left lane and'was
proceeding straight through the intersection of Edgemere on a
green traffic control signal light. Unit #1 was traveling north
on George Dieter in the mandatory left turn lane and'was making
left turn west bound onto Edgemere but failed to yield the right
of way before making a left turn at which point it struck Unit
#2. Unit #1 driver advised of injuries and'was transported.by
EMS to the hospital. Witness",1,43,NB,LT,SB,TH,unit 1,left turn
19-135108,"11300 Edgemere is a 4 lane, east—west, two way
traffic divided roadway. A.mandatory left turn lane forms on
hoth Edgemere and George Dieter at the intersection. Unit 2 was
south on the #2 lane of traffic on George Dieter and was
continuing south through the intersection. Unit 1 was north
hound and was in the turn lane to go west onto Edgemere. Both
nits had the green light, however, Unit 1 did not have the
protected green arrow and.proceeded through and into the path of
nit 2. Unit 2 collided with Unit 1. No injuries, one witness.
itness, was waiting at the bus stop, Scott Dowling (915)471
-6943, advised that Unit 1 turned into the path of Unit 2.",1,44,NB,LT,SB,TH,unit 1,left turn
19-185152,"The 3400 block of George Dieter, is a four lane marked roadway,
for north and southbound traffic. The 11300 block of Edgemere is
a four lane roadway, for west and eastbound traffic. This

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

intersection is controlled.by a signal light.Unit 2 was
traveling southbound, on George Dieter, and came to a stop at a
red light, at the intersection of George Dieter and Edgemere.
nit 1 was traveling directly behind Unit 2, and failed to
control their speed, at which point Unit 1 collided with Unit
2‘s rear end. Unit 2‘s driver exited his vehicle, and attempted
to exchange information with Unit 1. Unit 1's driver left the
scene, at which point Unit 2‘s driver re—entered his vehicle,
and followed Unit 1. Unit 1's driver stopped at 11120 block of
arf Cove Drive, where he came to a stop. Unit 2*s driver
stopped at this location, and attempted to exchange information
ith Unit 1's driver once more. Unit 1's driver exited his
ehicle and.became confrontational with Unit 2*s driver. Unit
1's driver pulled out a weapon, at which point Unit 2 fled the

E
E
5..
o
o
2
E.
E
E
E
2

scene, for his safety.",1,45,SB,TH,SB,TH,unit 1,rear end
19-219120,"3300 GEORGE DIETER is a 2 way north/ south roadway divided by a
raised median. 11300 EDGEMERE is a 2 way east/west roadway

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

divided.by a yellow line. Unit 2 was north bound on George
wieter with a solid green light and Unit 1 made a left turn from
south bound George Dieter to east bound Edgemere and got into
the path of Unit 2 causing Unit 2 to collide into the right
panel of Unit 1. No injuries reported. Witness: Justin D
illiams 973-991-4305. Report taken at the PHRC COLLISION
REPORTING CENTER.",1,46,SB,LT,NB,TH,unit 1,left turn
19-223123,"The 11300 block of Edgemere is a 5 lane marked roadway, with two

 

ea
3
c
U
E

CONDITIONS

 

lanes Eastbound and a mandatory left turn lane. 11300 Edgemere
as two lanes that travel Westbound with a mandatory left turn
lane, The 11300 block of Edgemere interests with the 3300 blocks
of George Dieter. The 3300 block of George Dieter is a 5 lane
-rked roadway with two lanes Northbound and a mandatory left
turn lane, two lanes Southbound.with a mandatory left turn lane.
nit 2 was traveling in the number two lane north on George
ﬂieter. Unit 1 was traveling in the number 2 lane East on
Edgemere. Unit 1 approached the traffic signal lights,
disregarded the Red light and.proceeded through the intersection
of Edgemere and George Dieter. Unit 2 had the green light
Iorthbound and.began traveling through the intersection. Due to
nit 1 disregarding the signal light, Unit 1 subsequently struck
nit 2, causing Unit 2 to roll over. The driver of Unit 2 stated
she saw Unit 1 and tried to swerve out of the way, however the
impact and collision occurred quickly. The driver and Passenger

5
E
5..
o
o
2
E.
E
E
E
2

of Unit 2 were transported.by Fire Medical personnel. The back
two passengers of Unit 2 refused transport. Witness (Greer,
Christine (4439298351) advised she was behind unit 1 when she
observed the collision. The driver of Unit 1 was subsequently
placed under arrest for the suspicion of driving while
intoxicated,

Time Notiﬁed",1,47,EB,TH,NB,TH,unit 1,right angle
19-268160,"THE 3400 BLOCK OF GEORGE DIETER IS A FOUR LANE ROADWAY THAT
TRAVELS NORTH SOUTH BOUND WITH A MANDATORY LEFT AND RIGHT TURN.
11200 EDGEMERE IS A FOUR LANE ROADWAY THAT TRAVELS EAST AND WEST
BOUND WITH A MANDATORY LEFT TURN LANE. UNIT ONE WAS EAST ON
EDGEMERE IN THE MANDATORY LEFT TURN LANE. UNIT ONE DRIVER STATED
THAT SHE HAD A GREEN TURN ARROW AT WHICH TIME SHE PROCEEDED INTO
THE INTERSECTION. UNIT ONE COLLIDED INTO UNIT TWO WHO WAS
TRAVELING NORTH ON GEORGE DIETER. UNIT TWO DRIVER WAS TRAVELING
I ORTH ON GEORGE DIETER IN THE RIGHT LANE. UNIT TWO DRIVER STATED
THAT SHE HAD A GREEN LIGHT TO ENTER THE INTERSECTION. UNIT TWO
5 RIVER ENTERED THE INTERSECTION AT WHICH TIME UNIT ONE COLLIDED
INTO UNIT TWO. NO INJURIES WERE REPORTED. NO WITNESSES AT THE

C: SCENE. NO DRIVER WAS CITED FOR THE ACCIDENT DUE TO CONFLICTING",1,48,EB,LT,NB,TH,unknown,left turn
19-353092,"The 3300 block of George Dieter Dr is a local road that travel
north to south and consist of 3 lanes traveling in each

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

direction. U2 was traveling north bound on the far left lane
and'was at the red traffic light. When the traffic light turned
green U2 was making a left hand turn. U1 was behind U2 and
crashed into U2 for unknown reasons. U1 and U2 were able to
exchange information. The driver of U2 found damages to the
rear bumper and trunk of her vehicle. No onsite investigation
conducted. U2 was assigned a case number. Diagram.is
approximate",1,49,NB,LT,NB,TH,unit 1,rear end
20-003108,"3300 George Dieter is a
divided four lane roadway travelling west and east with a
protected.median. The intersection of Edgemere and George Dieter
as a mandatory left turn lane with a protected arrow. Unit 2
as travelling south on Edgemere when it entered the
intersection on a green light and struck the right front side of
nit 1 who was turning left onto George Dieter without the
protected light. Unit 1 failed to yield the right of way to Unit
2 in the controlled intersection. The driver of Unit 2 stated
that she was travelling south on Edgemere when she entered the
intersection and Unit 1 decided to turn left making it
navoidable to hit Unit 1. The driver of Unit 1 stated that he
as in the left turning lane northbound on Edgemere turning west
onto George Dieter and had a green light and.proceeded through
the intersection and'was hit by Unit 2. There was a witness,
* derate, Simbn (575)802-7927 who stated that Unit 2 had a green
light when she entered the intersection and Unit 1 tried to beat

5
E
5..
o
o
2
E.
E
E
E
2

nit 2 through the intersection. There were no reported injuries
and the Driver of Unit 1 was cited for failure to yield the
right of way in a controlled intersection causing an accident,
Cit#19333696. Both drivers were given an incident information
card and advised of follow up procedures.",1,50,NB,LT,SB,TH,unit 1,left turn
20-048076,"11300 EDGEMERE is a 2 way east/west roadway with 2 lanes east
and 2 lanes west divided.by a raised.median and controlled.by a
traffic light. 3400 GEORGE DIETER is a 2 way north/south
roadway with 2 lanes north and 2 lanes south divided.by a raised

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

-dian and controlled.by a traffic light. Unit 2 was west bound
on Edgemere and stopped at a red traffic light and was rear
ended.by Unit 1. No injuries or witnesses reported. Both
drivers came in to PHRC. Report taken at the PHRC COLLISION
REPORTING CENTER",1,51,WB,TH,WB,TH,unit 1,rear end
20-072188,"11300 Edgemere is an eastbound/westbound 6 lane roadway, 2 eastbound

 

ea
3
o
‘G
E

CONDITIONS

 

lanes with 1 mandatory left turn lane and 1 bike lane/ 2 westbound lanes
ith 1 mandatory left turn lane and 1 bike lane, that is divided by a
aised median. 3300 George Dieter is a northbound/southbound 10 lane
oadway, 2 northbound lanes with 1 mandatory left turn lane, 1 mandatory
ight turn lane and 1 bike lane/ 2 southbound lanes with 1 mandatory
left turn lane, 1 mandatory right turn lane and 1 bike lane, that is
divided by a raised median. Driver of Unit 1 stated he was traveling
eastbound on the left lane of Edgemere in the listed marked police
ehicle with lights and siren. Driver of Unit 1 stated he advised his
ront right passenger to check the right side for vehicles approaching
northbound on George Dieter as they were attempting to cross the
Idgemere intersection with George Dieter. Driver of Unit 1 stated the
ront passenger of Unit 1 advised.hin1it.was clear for hintto-proceed so
he continued eastbound into the intersection. Driver of Unit 1 stated he
as almest across the intersection when he felt an impact that spun Unit
1 counter clockwise and stopped facing westbound on the left eastbound
lane of Edgemere. Driver of Unit 2 stated she was traveling
northbound on the right lane of George Dieter and was approaching the
intersection with Edgemere. Driver of Unit 2 stated she observed the

E
E
5..
o
o
2
E.
E
E
E
2

signal light for the intersection to be green so she proceeded into the
intersection, at which time, Unit 1 came out of nowhere and collided

ith Unit 2. Witness—1 (De Shazo, Abelardo; phone:915—355—8851)
Stated he was traveling northbound on George Dieter and turned right
onto the eastbound lanes of Edgemere when he heard a siren and observed
ed/blue lights approaching on (eastbound on Edgemere). Witness-1 stated
he pulled over to the right side of lane 2 to give the right of way to
the emergency vehicle approaching (Unit 1). Witness-1 stated he looked
through the rear view mirror of his vehicle and observed Unit 2",1,52,EB,TH,NB,TH,unit 1,right angle
20-179069,"3300 George Dieter (N/S) is a 2 way, 2 lane, roadway with a

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

divided raised.median and a mandatory left turn and right turn
lane only at signal lights. Unit 2 was on the right lane facing
Iorthbound on George Dieter and was at a complete stop due to
Red/Stop Signal. Unit 1 was directly behind Unit 2 on right lane
facing Northbound on George Dieter. Unit 1 Driver observed
signal light turn green and.proceeded to travel Northbound on
George Dieter. Unit 1 Driver failed to control speed and
collided with Unit 2. Both drivers and occupant did not advise
of any injuries and did not require medical attention at the
scene. No witness",1,53,NB,TH,NB,TH,unit 1,rear end
20-238148,"3400 George Dieter is a northbound/southbound 7 lane roadway, 2

 

ea
3
o
‘G
E

CONDITIONS

 

northbound lanes with 1 mandatory left turn lane, 1 mandatory right turn
lane and 1 bike lane/2 southbound lanes with 1 mandatory left turn lane,
1 mandatory right turn lane and 1 bike lane, that is divided by a raised
-dian. 11200 Edgemere is an eastbound/westbound 7 lane roadway, 2
eastbound lanes with1 mandatory left turn lane and 1 bike lane east of
George Dieter/2 westbound lanes with 1 mandatory left turn lane, 1
-ndatory right turn lane and 1 bike lane, that is divided by a raised
I-dian east of George Dieter and divided by 2 solid yellow lines west of
George Dieter. Driver of Unit 1 stated she was traveling northbound
on the mandatory left turn lane of George Dieter, approaching the
intersection with Edgemere. Driver of Unit 1 stated she checked for
ehicles traveling southbound on George Dieter and did not notice any so
she made a left turn onto the westbound lanes of Edgemere. Driver of
nit 1 stated she then struck Unit 2 who was traveling southbound on the
left lane of George Dieter. Driver of Unit 1 stated she did not observe
nit 2 entering the intersection until it was too late. Driver of Unit 1
added that she only had the solid green signal light and it was not a
protected left turn for her. Driver of Unit 2 stated she was
traveling southbound on the left lane of George Dieter and entered the

E
E
5..
o
o
2
E.
E
E
E
2

intersection with Edgemere on a solid green signal light. Driver of Unit
2 stated she was then struck by Unit 1 who failed to yield the right of

ay—turning left frcm the northbound mandatory left turn lane of George
ﬂieter onto westbound Edgemere.",1,54,NB,LT,SB,TH,unit 1,left turn
21003084,"The 3300 block of George Dieter is a marked five lane roadway
that travels north and south and intersects with the 11300 block

of Edgernere which is a six lane marked road way that travels

IZIEE3 CHM-‘G55
Z

 

ea
3
o
‘G
E

CONDITIONS

 

east and'west. Unit 1 stated that he was traveling south on the
3300 block of Edgemere and entered the mandatory left turn lane
to travel east on the 11300 block of Edgemere. Unit 1 stated
that he had the green light and.proceeded to enter the 11300
hlock of Edgemere subsequently being struck on right passenger
side by Unit 2‘s Front side. Unit 2 stated that he was traveling

nable to stop and subsequently crashed into Unit 1..According
to witness (Steven Garcia 915-318-9060) who was traveling behind
nit 1 observed the Unit have a green light but did not have the
I-rotected arrow and observe the Unit 1 fail to yield the right

2
E.
E
E
E
2

of way to oncoming traffic. No injuries were reported at the
scene and Unit 1 and Unit 2 where cited and advised accordingly",1,55,SB,LT,NB,TH,unit 1,left turn
